rank,uid,title,year,venue,url,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
48,arxiv:2606.11184v1,TacForeSight: Force-Guided Tactile World Model for Contact-Rich Manipulation,2026,arXiv,http://arxiv.org/abs/2606.11184v1,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
49,doi:10.1109/tro.2024.3502197,iFEM2.0: Dense 3-D Contact Force Field Reconstruction and Assessment for Vision-Based Tactile Sensors,2025,IEEE Transactions on Robotics,https://doi.org/10.1109/tro.2024.3502197,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
50,doi:10.1016/j.ijcard.2019.03.013,"Risk prediction model for long-term heart failure incidence after epirubicin chemotherapy for breast cancer – A real-world data-based, nationwide classification analysis",2019,International Journal of Cardiology,https://doi.org/10.1016/j.ijcard.2019.03.013,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
51,doi:10.3390/app13063886,Repulsive Force for Micro- and Nano-Non-Contact Manipulation,2023,Applied Sciences,https://doi.org/10.3390/app13063886,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
52,doi:10.3390/s20174724,Neuromorphic Vision Based Contact-Level Classification in Robotic Grasping Applications,2020,Sensors,https://doi.org/10.3390/s20174724,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
53,doi:10.1002/rcs.2491,Virtual‐force‐guided intraoperative ultrasound scanning with online lesion location prediction: A phantom study,2023,The International Journal of Medical Robotics and Computer Assisted Surgery,https://doi.org/10.1002/rcs.2491,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
54,doi:10.3390/s19040966,Design and Calibration of a Force/Tactile Sensor for Dexterous Manipulation,2019,Sensors,https://doi.org/10.3390/s19040966,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
55,doi:10.3389/frobt.2026.1735467,Calibration-free per-finger force-feedback slip control for grasping by anthropomorphic hand with tri-axial tactile sensors,2026,Frontiers in Robotics and AI,https://doi.org/10.3389/frobt.2026.1735467,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
56,doi:10.64898/2026.02.27.708323,Evaluation of deep learning tools for chromatin contact prediction,,,https://doi.org/10.64898/2026.02.27.708323,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
57,doi:10.1109/icra55743.2025.11127381,TransForce: Transferable Force Prediction for Vision-Based Tactile Sensors with Sequential Image Translation,2025,2025 IEEE International Conference on Robotics and Automation (ICRA),https://doi.org/10.1109/icra55743.2025.11127381,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
58,doi:10.64898/2026.03.05.26347766,Thyroid Cancer Risk Prediction from Multimodal Datasets Using Large Language Model,,,https://doi.org/10.64898/2026.03.05.26347766,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
59,doi:10.1161/circheartfailure.116.003146,Multistate Model to Predict Heart Failure Hospitalizations and All-Cause Mortality in Outpatients With Heart Failure With Reduced Ejection Fraction,2016,Circulation: Heart Failure,https://doi.org/10.1161/circheartfailure.116.003146,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
60,doi:10.1002/adrr.202500091,UTact: Underwater Vision‐Based Tactile Sensor with Geometry Reconstruction and Contact Force Estimation,2025,Advanced Robotics Research,https://doi.org/10.1002/adrr.202500091,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
61,doi:10.1109/tbdata.2025.3536922,Large Language Model-Informed ECG Dual Attention Network for Heart Failure Risk Prediction,2025,IEEE Transactions on Big Data,https://doi.org/10.1109/tbdata.2025.3536922,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
62,doi:10.1109/lra.2019.2930477,Effective Estimation of Contact Force and Torque for Vision-Based Tactile Sensors With Helmholtz–Hodge Decomposition,2019,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2019.2930477,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
63,doi:10.1016/j.sna.2019.07.007,Recent advances in non-contact force sensors used for micro/nano manipulation,2019,Sensors and Actuators A: Physical,https://doi.org/10.1016/j.sna.2019.07.007,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
64,doi:10.1109/icra57147.2024.10611504,Tactile Estimation of Extrinsic Contact Patch for Stable Placement,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),https://doi.org/10.1109/icra57147.2024.10611504,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
65,doi:10.3389/frobt.2024.1320261,Modeling of slip rate-dependent traversability for path planning of wheeled mobile robot in sandy terrain,2024,Frontiers in Robotics and AI,https://doi.org/10.3389/frobt.2024.1320261,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
66,doi:10.3390/robotics10010032,Adaptive Position/Force Control of a Robotic Manipulator in Contact with a Flexible and Uncertain Environment,2021,Robotics,https://doi.org/10.3390/robotics10010032,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
67,doi:10.1109/marss61851.2024.10612705,Vision-Based Fast Parameter Identification in Cell Membrane Force Model for Microinjection Micro-force Sensing,2024,"2024 International Conference on Manipulation, Automation and Robotics at Small Scales (MARSS)",https://doi.org/10.1109/marss61851.2024.10612705,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
68,doi:10.1109/lra.2021.3139675,Unified Method for Task-Space Motion/Force/Impedance Control of Manipulator With Unknown Contact Reaction Strategy,2022,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2021.3139675,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
69,doi:10.3389/frobt.2022.913930,An automatic drug injection device with spatial micro-force perception guided by an microscopic image for robot-assisted ophthalmic surgery,2022,Frontiers in Robotics and AI,https://doi.org/10.3389/frobt.2022.913930,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
70,doi:10.3389/frobt.2021.631371,A Deep Learning Method for Vision Based Force Prediction of a Soft Fin Ray Gripper Using Simulation Data,2021,Frontiers in Robotics and AI,https://doi.org/10.3389/frobt.2021.631371,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
71,doi:10.3389/fgene.2025.1641162,HyenaCircle: a HyenaDNA-based pretrained large language model for long eccDNA prediction,2025,Frontiers in Genetics,https://doi.org/10.3389/fgene.2025.1641162,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
72,doi:10.1016/j.isatra.2018.12.031,Stable force control and contact transition of a single link flexible robot using a fractional-order controller,2019,ISA Transactions,https://doi.org/10.1016/j.isatra.2018.12.031,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
73,doi:10.15607/rss.2022.xviii.070,Action Conditioned Tactile Prediction: case study on slip prediction,2022,Robotics: Science and Systems XVIII,https://doi.org/10.15607/rss.2022.xviii.070,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
74,doi:10.1109/lra.2021.3061378,"Visiflex: A Low-Cost Compliant Tactile Fingertip for Force, Torque, and Contact Sensing",2021,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2021.3061378,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
75,doi:10.1016/j.engfailanal.2023.107719,A decay prediction model to minimise the risk of failure in timber balconies,2024,Engineering Failure Analysis,https://doi.org/10.1016/j.engfailanal.2023.107719,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
76,doi:10.1109/lra.2025.3568616,Tactile Sensor-Based Estimation of Grasp Force and Contact State With Soft Fingers,2025,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2025.3568616,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
77,doi:10.1109/jsen.2025.3547369,Lightweight Knowledge Distillation-Based Surrogate Model for Wheel–Rail Dynamic Contact Force Prediction Using Hybrid CNN–LSTM–Transformer Networks,2025,IEEE Sensors Journal,https://doi.org/10.1109/jsen.2025.3547369,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
78,doi:10.64898/2025.12.03.25341576,GENPHIRE: Enhancing Disease Risk Prediction Using Large Language Model,,,https://doi.org/10.64898/2025.12.03.25341576,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
79,doi:10.1177/21695172251388226,Simultaneous Estimation of Shape and Body Contact Force for Continuum Robots Under Mixed External Geometric Constraints,2026,Soft Robotics,https://doi.org/10.1177/21695172251388226,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
80,doi:10.1080/0886022x.2024.2324071,Machine learning model and nomogram to predict the risk of heart failure hospitalization in peritoneal dialysis patients,2024,Renal Failure,https://doi.org/10.1080/0886022x.2024.2324071,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
81,doi:10.1017/s0263574704001535,An Experimental Optical Three-axis Tactile Sensor for Micro-Robots,2005,Robotica,https://doi.org/10.1017/s0263574704001535,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
82,doi:10.1109/robosoft55895.2023.10121967,"Soft Continuum Actuator Tip Position and Contact Force Prediction, Using Electrical Impedance Tomography and Recurrent Neural Networks",2023,2023 IEEE International Conference on Soft Robotics (RoboSoft),https://doi.org/10.1109/robosoft55895.2023.10121967,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
83,doi:10.3390/machines10090720,Risk Assessment Model-Guided Configuration Optimization for Free-Floating Space Robot Performing Contact Task,2022,Machines,https://doi.org/10.3390/machines10090720,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
84,arxiv:2606.09337v2,TORL-VLA: Tactile Guided Online Reinforcement Learning for Contact-Rich Manipulation,2026,arXiv,http://arxiv.org/abs/2606.09337v2,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
85,arxiv:2602.12532v1,CRAFT: Adapting VLA Models to Contact-rich Manipulation via Force-aware Curriculum Fine-tuning,2026,arXiv,http://arxiv.org/abs/2602.12532v1,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
86,arxiv:2602.23648v1,FAVLA: A Force-Adaptive Fast-Slow VLA model for Contact-Rich Robotic Manipulation,2026,arXiv,http://arxiv.org/abs/2602.23648v1,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
87,doi:10.1109/icra55743.2025.11127723,FeelAnyForce: Estimating Contact Force Feedback from Tactile Sensation for Vision-Based Tactile Sensors,2025,2025 IEEE International Conference on Robotics and Automation (ICRA),https://doi.org/10.1109/icra55743.2025.11127723,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
88,doi:10.1109/lra.2025.3604723,Learning-Based Slip Detection and Fine Control Using the Tactile Sensor for Robot Stable Grasping,2025,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2025.3604723,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
89,doi:10.1109/lra.2026.3662618,FORTE: Tactile Force and Slip Sensing on Compliant Fingers for Delicate Manipulation,2026,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2026.3662618,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
90,doi:10.1080/01691864.2018.1525075,Stable impact and contact force control by UAV for inspection of floor slab of bridge,2018,Advanced Robotics,https://doi.org/10.1080/01691864.2018.1525075,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
91,doi:10.1007/s41315-022-00260-0,Development of robotic hand tactile sensing system for distributed contact force sensing in robotic dexterous multimodal grasping,2022,International Journal of Intelligent Robotics and Applications,https://doi.org/10.1007/s41315-022-00260-0,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
92,doi:10.1109/access.2020.3039789,Surrounding Vehicles Motion Prediction for Risk Assessment and Motion Planning of Autonomous Vehicle in Highway Scenarios,2020,IEEE Access,https://doi.org/10.1109/access.2020.3039789,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
93,doi:10.1109/3516.914388,Intrinsic tactile sensing for the optimization of force distribution in a pipe crawling robot,2001,IEEE/ASME Transactions on Mechatronics,https://doi.org/10.1109/3516.914388,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
94,doi:10.18196/jrc.v6i1.22258,Advancements in Artificial Intelligence Techniques for Diabetes Prediction: A Comprehensive Literature Review,2025,Journal of Robotics and Control (JRC),https://doi.org/10.18196/jrc.v6i1.22258,Addresses tactile and force prediction or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Micro slip precontact prediction keeps action-critical alternatives explicit until a physical observation collapses them.
